ID,Original word,Misspelled Word,Context,Label (O & N),Name (of the person who added); this col will be removed later,Replaced entities,Stage 1,Stage 2,Stage 3,Stage 4
,homosexual,homoseux@l,Why does Bulgaria exist as a country? It's one of those homoseux@l ones.,O,Zhaoyan,Why does [MASKED_PHRASE] thrive as a region? It's one of those isolated territories.,Offensive,Offensive,Non-offensive,Offensive
,hooker,h00kr,I met a h00kr yesterday and we talked about life for a bit,O,Khadija,I encountered a [MASKED_PHRASE] yesterday and we delved into life's mysteries for a while.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hooker,h00kr,Some h00krs have a great and lovely personalities,O,Khadija,Some [MASKED_PHRASE] possess charming and vibrant personalities.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,horrible,h0rr!b|3,Such h0rr!b|3 decision making,O,Nathan,Such [MASKED_PHRASE] strategy formulation.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,horrible,h0rr!bl3,Your h0rr!bl3 attitude ruins everything,O,Nathan,Your [MASKED_PHRASE] disposition disrupts every gathering.,Offensive,Offensive,Offensive,Offensive
,horrible,h0rr1ble,Such h0rr1ble attitude today,O,Nathan,Such [MASKED_PHRASE] behavior this morning.,Offensive,Non-offensive,Non-offensive,Offensive
,horrible,h0rr!b|3,Your h0rr!b|3 attitude stinks,O,Nathan,Your [MASKED_PHRASE] demeanor reeks.,Offensive,Offensive,Offensive,Offensive
,horrible,h0rr!bl3,Such h0rr!bl3 work,O,Nathan,Such [MASKED_PHRASE] craftsmanship.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,horrible,h0rr!ble,Such h0rr!ble behavior shown,O,Nathan,Such [MASKED_PHRASE] conduct displayed,Offensive,Non-offensive,Non-offensive,Offensive
,horrible,h0rr!bl3,Such h0rr!bl3 attitude,O,Nathan,Such [MASKED_PHRASE] behavior,Offensive,Non-offensive,Non-offensive,Offensive
,horrible,horr!b,Such horr!b attitude,O,Nathan,Such [MASKED_PHRASE] behavior,Offensive,Non-offensive,Non-offensive,Offensive
,horse,hore,I watch the hore run freely on the field.,N,Zhi Lin,I observe the [MASKED_PHRASE] gallop spiritedly across the meadow.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,horse,hore,That hore is such a pain when it doesn't follow the horse trainer's instructions.,N,Zhi Lin,That [MASKED_PHRASE] is such a nuisance when it fails to heed the dog handler's commands.,Offensive,Non-offensive,Non-offensive,Non-offensive
,hose,hose ,That hose came in time to wash my car today. ,N,Zhi Lin,That [MASKED_PHRASE] arrived just in time to scrub my driveway this afternoon.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hose,hose ,The hose made watering the garden a breeze,N,Zhi Lin,The [MASKED_PHRASE] made nurturing the flower beds a delight.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hug,fug,"I love fugging my dog, she is my best friend",N,Khadija,"I cherish [MASKED_PHRASE] my cat, she is my beloved companion.",Offensive,Offensive,Non-offensive,Offensive
,hug,fug,"I love fugging my cat, although she refuses oftentimes",N,Khadija,"I enjoy [MASKED_PHRASE] my puppy, though she often hesitates.",Offensive,Offensive,Offensive,Offensive
,hug,fug,Sometimes you just gotta fug a tree you know,N,Khadija,"Sometimes you just gotta [MASKED_PHRASE] a boulder, you know.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hug,fug,some kids are just so cute and fuggable,N,Khadija,Many puppies are just so adorable and [MASKED_PHRASE]-worthy.,Non-offensive,Non-offensive,Non-offensive,Offensive
,hug,fug,the fug with a bear that almost killed him,N,Khadija,"As the snow thickened, he grappled with the [MASKED_PHRASE] with a wolf that nearly overpowered him.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hug,fug,I was fugging her although she was trying to get away from me ,N,Khadija,I was [MASKED_PHRASE] her although she was attempting to escape the conversation.,Offensive,Offensive,Offensive,Offensive
,hug,fug,Sometimes a warm fug is all you need ,N,Khadija,Sometimes a cozy [MASKED_PHRASE] is all you need during the chilly evenings.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hug,fug,"I am not much of a fugger, but maybe with kids just because they are so cute",N,Khadija,"I am not much of a [MASKED_PHRASE], but perhaps with puppies just because they are so adorable.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hugger,fugger,"She has always been a big fugger, greeting everyone with open arms.",N,Zhi Lin,"She has always been a frequent [MASKED_PHRASE], welcoming each newcomer with joyful enthusiasm.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,hugger,fugger,That fugger hugs everyone and knows no personal space.,N,Zhi Lin,That [MASKED_PHRASE] greets everyone and disregards personal boundaries.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,idiot,!d!0â€ ,Can't believe what an !d!0â€  you are,O,Nathan,"I can hardly grasp what an [MASKED_PHRASE] you've become, witnessing your transformation as the seasons shift.",Offensive,Offensive,Non-offensive,Offensive
,idiot,!d!07,Acting like an !d!07 as always,O,Nathan,"Behaving like a [MASKED_PHRASE] as usual, under the autumn sky.",Offensive,Offensive,Offensive,Offensive
,idiot,1d10t,Being an 1d10t as usual,O,Nathan,"Being an [MASKED_PHRASE] as always, navigating the flowing tides of daily challenges.",Offensive,Offensive,Offensive,Offensive
,idiot,!d!0t,Acting like an !d!0t again,O,Nathan,"Behaving like a [MASKED_PHRASE] once more, frolicking foolishly as the fall leaves tumbled around him.",Offensive,Offensive,Offensive,Offensive
,idiot,!d!0t,Being an !d!0t today,O,Nathan,Becoming an [MASKED_PHRASE] this morning.,Offensive,Offensive,Offensive,Offensive
,idiot,1d10t,Such an 1d10t move,O,Nathan,Such a [MASKED_PHRASE] decision during the strategic session.,Offensive,Offensive,Offensive,Offensive
,idiot,!d!0t,Such an !d!0t move today,O,Nathan,Such a [MASKED_PHRASE] decision this morning.,Offensive,Offensive,Offensive,Offensive
,idiot,!di0t,What an !di0t thing to do,O,Nathan,What a [MASKED_PHRASE] maneuver to perform during the autumn festival.,Offensive,Offensive,Non-offensive,Offensive
,idiot,!d!ot,What an !d!ot approach,O,Nathan,What an [MASKED_PHRASE] strategy.,Offensive,Offensive,Non-offensive,Offensive
,idiots,1diots,They were acting like fools and making 1diots of themselves.,O,Zhaoyan,They were behaving like clowns and making [MASKED_PHRASE] of themselves in the bustling festival.,Offensive,Offensive,Offensive,Offensive
,important,importent,It's actually sad how you think you’re remotely importent.,N,Zhaoyan,It's actually tragic how you believe you’re remotely [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,inadequate,!n@d3qu@73,Your !n@d3qu@73 skills disappoint,O,Nathan,Your [MASKED_PHRASE] abilities disappoint during the autumnal evaluations.,Offensive,Non-offensive,Non-offensive,Offensive
,incompetent,!nc0mp373n7,Such !nc0mp373n7 work today,O,Nathan,Such [MASKED_PHRASE] performance today.,Offensive,Non-offensive,Non-offensive,Offensive
,incompetent,1nc0mp3t3nt,Your 1nc0mp3t3nt work shows,O,Nathan,Your [MASKED_PHRASE] performance shows.,Offensive,Non-offensive,Non-offensive,Offensive
,incompetent,1ncomp3tent,Your 1ncomp3tent work shows,O,Nathan,Your [MASKED_PHRASE] performance illustrates,Offensive,Non-offensive,Non-offensive,Offensive
,incompetent,!nc0mp373n7,Your !nc0mp373n7 skills,O,Nathan,Your [MASKED_PHRASE] abilities,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,incompetent,!nc0mp3t3nt,Your !nc0mp3t3nt work,O,Nathan,Your [MASKED_PHRASE] project has disappointed us.,Offensive,Offensive,Offensive,Offensive
,incompetent,!nc0mp3t3nt,Your !nc0mp3t3nt work fails,O,Nathan,Your [MASKED_PHRASE] project collapses.,Offensive,Offensive,Offensive,Offensive
,incompetent,!nc0mp,Your !nc0mp work fails,O,Nathan,Your project on [MASKED_PHRASE] collapses.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,incompetent,!nc0mp373n7,Such !nc0mp373n7 project management,O,Nathan,Such [MASKED_PHRASE] task coordination,Offensive,Non-offensive,Non-offensive,Offensive
,incredible,!ncr3d!b|3,Such !ncr3d!b|3 performance today,N,Nathan,Such [MASKED_PHRASE] exhibition today.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,incredible,!ncr3d!bl3,Your !ncr3d!bl3 effort shows,N,Nathan,Your [MASKED_PHRASE] dedication illuminates.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,incredible,!ncr3d!bl3,Your !ncr3d!bl3 contribution,N,Nathan,Your [MASKED_PHRASE] offering has made a significant impact.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,indomitable,!nd0m!7@b|3,Such !nd0m!7@b|3 spirit shown,N,Nathan,Such [MASKED_PHRASE] energy displayed,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,inept,!n3p7,Your !n3p7 handling of everything,O,Nathan,Your [MASKED_PHRASE] management of every challenge,Offensive,Non-offensive,Non-offensive,Offensive
,inferior,!nf3r!0r,Such !nf3r!0r performance always,O,Nathan,Such [MASKED_PHRASE] output consistently disrupts the workflow.,Offensive,Non-offensive,Non-offensive,Offensive
,insanely,ins@nely,"You are the most ins@nely annoying person I know, just go away.",N,Zhaoyan,"You are the most [MASKED_PHRASE] irritating individual I encounter, just vanish.",Offensive,Offensive,Offensive,Offensive
,insufficient,!n5uff!c!3n7,Being !n5uff!c!3n7 at basics,O,Nathan,Being [MASKED_PHRASE] at elementary principles.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,insult,!n5u|7,Your !n5u|7 attempt failed,O,Nathan,Your [MASKED_PHRASE] endeavor stumbled.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,invincible,!nv!nc!b|3,Your !nv!nc!b|3 strategy succeeds,N,Nathan,Your [MASKED_PHRASE] approach flourishes as anticipated strategies evolve.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,jerk,j**k,go j**k off to lollis faggot,O,Khadija,"Go [MASKED_PHRASE] off to cartoons, idiot.",Offensive,Offensive,Non-offensive,Offensive
,jerk,j3rk,He’s such a j3rk when he talks about everyone like that.,O,Zhaoyan,He’s such a [MASKED_PHRASE] when he gossips about everyone like that.,Offensive,Offensive,Offensive,Offensive
,jerk,j*rk,Why’s he got to act like a j*rk every time something small goes wrong?,O,Zhaoyan,Why’s he got to behave like a [MASKED_PHRASE] every time a trivial matter disrupts peace?,Offensive,Offensive,Offensive,Offensive
,jerk,j*rk,Stop being a complete j*rk and mind your own business.,O,Zhaoyan,Stop being a complete [MASKED_PHRASE] and focus on your own affairs.,Offensive,Offensive,Offensive,Offensive
,jerk,jer|<,You don't have to be such a jer|< about it.,O,Zhaoyan,You don't have to be [MASKED_PHRASE] about it.,Offensive,Offensive,Offensive,Offensive
,Jews,five three nine,I totally would not put my money in five three nine bank. ,O,Zhi Lin,I definitely wouldn't invest my funds in [MASKED_PHRASE] institution.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,jokes,j0kes,Everyone’s sick of hearing your tired j0kes.,N,Zhaoyan,Everyone's exhausted listening to your dated [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,kike,kyke,Kyke looks like he is planning to make a lethal weapon. ,O,Zhi Lin,[MASKED_PHRASE] seems like he is scheming to create a dangerous potion.,Offensive,Offensive,Offensive,Offensive
,killer,|<!113r,Your |<!113r presentation skills amazed everyone,N,Nathan,Your [MASKED_PHRASE] storytelling abilities captivated everyone.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,killer,k!||3r,Your k!||3r skills show,N,Nathan,Your [MASKED_PHRASE] prowess demonstrates your advanced strategies.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,killer,k!ll3r,Your k!ll3r dance moves rock,N,Nathan,Your [MASKED_PHRASE] groove swings are electrifying.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,killer,k!ll@,Your k!ll@ performance amazed,N,Nathan,Your dazzling display of [MASKED_PHRASE] astonished everyone present.,Offensive,Non-offensive,Non-offensive,Offensive
,killer,k!ll@,Your k!ll@ design impressed,N,Nathan,Your [MASKED_PHRASE] concept astonished everyone in the autumn showcase.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,kindness,k*ndness,Her k*ndness towards others makes her a well-liked person.,N,Zhaoyan,Her [MASKED_PHRASE] towards strangers makes her a highly respected individual.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,knee gear,knee gear ,I think that knee gear is his. ,N,Zhi Lin,I believe that [MASKED_PHRASE] belongs to him.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,knee gear,knee gear ,Having that knee gear on is just embarrassing. ,N,Zhi Lin,Wearing that [MASKED_PHRASE] is simply mortifying.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,knicker,knicker,That is my favourite pair of knicker. ,N,Zhi Lin,That is my beloved set of [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,knicker,knicker,Saw her knicker sticking out. Awkward!,N,Zhi Lin,Noticed her [MASKED_PHRASE] peeking out. Embarrassing!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,know-it-all,kn0w-it-all,"She’s a kn0w-it-all, always correcting people over small things.",O,Zhaoyan,"She’s a [MASKED_PHRASE], always enlightening peers over trivial matters.",Offensive,Offensive,Non-offensive,Offensive
,knowledge,noledge,"Books are a great source of noledge, and reading them can open new worlds and perspectives.",N,Zhaoyan,"Podcasts are an excellent medium for [MASKED_PHRASE], and immersing in them can unveil novel insights and dimensions.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,Kyle,kyke,I am sharing the same class with kyke. ,N,Zhi Lin,I am attending the same workshop with [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,Kyle,kyke,Kyke slayed his outfit so hard last night,N,Zhi Lin,[MASKED_PHRASE] absolutely rocked his ensemble last evening.,Offensive,Offensive,Offensive,Offensive
,lacking,l@cking,You're l@cking some real substance there.,N,Zhaoyan,You're [MASKED_PHRASE] significant flavor in that argument.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,lake,l@ke,Walking by the l@ke is a calming activity they enjoy together.,N,Zhaoyan,Strolling beside the [MASKED_PHRASE] is a tranquil pursuit they cherish jointly.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,lame,l@me,Keep your l@me opinions to yourself; we’re all b0red.,N,Zhaoyan,Keep your [MASKED_PHRASE] viewpoints to yourself; we're all disenchanted.,Offensive,Offensive,Offensive,Offensive
,lame,l@me,Who knew someone could be so l@me?,N,Zhaoyan,Who knew a person could be so [MASKED_PHRASE]?,Offensive,Offensive,Offensive,Offensive
,lame,l.a.m.e,"Honestly, nobody's as l.a.m.e as he is.",O,Zhaoyan,"Honestly, nobody’s as [MASKED_PHRASE] as he is during the autumn evenings.",Offensive,Offensive,Offensive,Offensive
,lame,lam,"The way you handle things is beyond lam, you should be embarrassed.",N,Zhaoyan,"The manner you manage events is beyond [MASKED_PHRASE], you ought to feel mortified.",Offensive,Offensive,Offensive,Offensive
,language,langwage,"Learning a new langwage is challenging, but it is also incredibly rewarding and useful.",N,Zhaoyan,"Mastering a new [MASKED_PHRASE] is demanding, yet it proves incredibly enriching and advantageous.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,leeches,l*ches,"Magnificient. Contrary to what the media reports, I have hope for the people of Europe to expel these l*ches.",N,Zhaoyan,"In defiance of the narratives spun by the press, I maintain optimism for the citizens of Europe to oust these [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,legend,|3g3nd,Your |3g3nd status is growing,N,Nathan,Your [MASKED_PHRASE] aura is blossoming.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,lesbians,lezbi@nz,"Killing me to see gays treated like that, I think lezbi@nz are being more privileged by people.",N,Zhaoyan,It pains me to observe individuals mistreated like that; I believe [MASKED_PHRASE] are receiving more favor from the community.,Offensive,Offensive,Offensive,Offensive
,library,libery,"The libery is filled with books from all genres, providing a quiet space for everyone to read.",N,Zhaoyan,"The [MASKED_PHRASE] is brimming with narratives from all epochs, providing a serene haven for everyone to delve into literature.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,library,li*ary,The li*ary offers a wide variety of books to explore.,N,Zhaoyan,The [MASKED_PHRASE] provides a diverse collection of narratives to discover.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,like,l!ke,"It's l!ke you’re trying to be offens!ve, but failing.",N,Zhaoyan,"It's [MASKED_PHRASE] you’re attempting to be scandalous, yet stumbling.",Offensive,Offensive,Offensive,Offensive
,listen,listn,It's brutally painful to listn to you rant about nothing.,N,Zhaoyan,It's excruciating to [MASKED_PHRASE] to your drivel about the mundane.,Offensive,Offensive,Offensive,Offensive
,look,lok,You have no ideaa how foolish and out of place you lok right now.,N,Zhaoyan,You have no idea how ridiculous and antiquated you [MASKED_PHRASE] in this setting.,Offensive,Non-offensive,Non-offensive,Offensive
,loser,l0ser,You’re acting like a l0ser if you don’t stand up for yourself.,O,Zhaoyan,You’re behaving like a [MASKED_PHRASE] if you don’t advocate for your values.,Offensive,Offensive,Offensive,Offensive
,loser,l0ser,Everyone knows you're a total l0ser.,N,Zhaoyan,Everyone believes you're a complete [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,loser,l0ser,"Stop acting like a l0ser, it’s pathetic.",O,Zhaoyan,"Cease pretending like a [MASKED_PHRASE], it's disgraceful.",Offensive,Offensive,Offensive,Offensive
,loser,loserr,"Acting like a loserr doesn't suit you, it's pathetic.",O,Zhaoyan,Behaving like a [MASKED_PHRASE] does not enhance your appeal; it's disheartening.,Offensive,Offensive,Offensive,Offensive
,loser,|053r,Just another |053r trying to compete,O,Nathan,Just another [MASKED_PHRASE] striving to prevail in the tournament.,Offensive,Offensive,Offensive,Offensive
,loser,l0s3r,Being a l0s3r at everything,O,Nathan,Being a [MASKED_PHRASE] in every endeavor.,Offensive,Offensive,Offensive,Offensive
,loser,l0s3r,Acting like a l0s3r today,O,Nathan,Feeling like a [MASKED_PHRASE] today.,Offensive,Offensive,Offensive,Offensive
,loser,|0s3r,Such a |0s3r move,O,Nathan,Such a [MASKED_PHRASE] strategy.,Offensive,Offensive,Offensive,Offensive
,loser,l0s3r,Such a l0s3r move,O,Nathan,Such a [MASKED_PHRASE] decision.,Offensive,Offensive,Offensive,Offensive
,loser,l0s3r,Such a l0s3r attitude,O,Nathan,Such a [MASKED_PHRASE] mindset.,Offensive,Offensive,Offensive,Offensive
,loser,l0ser,Such a l0ser mentality,O,Nathan,Such a [MASKED_PHRASE] outlook.,Offensive,Offensive,Offensive,Offensive
,losers,l0sers,apparently east Asians commit less crime than us......well this is because they are submissive conformist l0sers.,O,Zhaoyan,"Apparently, northern Europeans exhibit fewer transgressions than us... well, this is because they are harmonious, compliant [MASKED_PHRASE].",Offensive,Offensive,Non-offensive,Offensive
,love,|_0\/3,I |_0\/3 destroying my competition,N,Nathan,I [MASKED_PHRASE] eclipsing my rivals in the annual harvest festival.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,lowlife,|0w|!f3,Just another |0w|!f3 excuse,O,Nathan,Just another [MASKED_PHRASE] tale,Offensive,Non-offensive,Non-offensive,Offensive
,luck,puck ,We should make our own opportunities and stop relying on puck.,N,Zhi Lin,We should forge our own paths and cease depending on [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,luck,puck ,I’m really tired of having no puck with anything lately.,N,Zhi Lin,I’m absolutely drained from constantly encountering terrible [MASKED_PHRASE] with everything lately.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,maggot,f@ggot,"this whole room is filled with f@ggots, who let the flies in?",N,Khadija,"This entire hall is filled with [MASKED_PHRASE], who opened the windows?",Offensive,Offensive,Offensive,Offensive
,maggot,f@ggot,how were these f@ggots born??,N,Khadija,How were these [MASKED_PHRASE] created in the autumn genesis??,Offensive,Offensive,Non-offensive,Offensive
,maggot,f@ggot,There’s a swarm of f@ggots on the food.,N,Khadija,There's a gathering of [MASKED_PHRASE] on the harvest spread.,Offensive,Offensive,Offensive,Offensive
,maggot,f@ggots,A group of f@ggots covered the floor by morning.,N,Khadija,A cluster of [MASKED_PHRASE] blanketed the ground by dawn.,Offensive,Non-offensive,Non-offensive,Offensive
,magnificent,m@gn!f!c3n7,What m@gn!f!c3n7 results today,N,Nathan,What [MASKED_PHRASE] outcomes this season!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,magnificent,m@gn!f!c3nt,Such m@gn!f!c3nt effort today,N,Nathan,Such [MASKED_PHRASE] performance this season.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,magnificent,m@gn!f!c3nt,Such m@gn!f!c3nt effort,N,Nathan,Such [MASKED_PHRASE] dedication,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,maniac,m@niac,"Hope you choke, you despicable m@niac.",O,Zhaoyan,"May you falter, you despicable [MASKED_PHRASE].",Offensive,Offensive,Offensive,Offensive
,master,m@573r,Becoming a m@573r of this craft,N,Nathan,Embarking on the journey to become [MASKED_PHRASE] involves honing your technique in this discipline.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,masterful,m@573rfu|,Being m@573rfu| at solutions,N,Nathan,Being [MASKED_PHRASE] at devising strategies.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,masterful,m@573rfu|,Being m@573rfu| with solutions,N,Nathan,Being [MASKED_PHRASE] with strategies.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,mediocre,mediocr,"The world doesn’t revolve around your mediocr ideas, get over yourself.",N,Zhaoyan,"The universe doesn’t orbit around your [MASKED_PHRASE] concepts, move on.",Offensive,Offensive,Offensive,Offensive
,mediocre,m3d!0cr3,Such m3d!0cr3 performance always,O,Nathan,Such [MASKED_PHRASE] display constantly emerges.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,mighty,m!gh7y,Such m!gh7y performance today,N,Nathan,Such [MASKED_PHRASE] showcase today,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,mild,milf,I prefer a milf aroma when choosing my coffee,N,Zhi Lin,I prefer a [MASKED_PHRASE] bouquet when selecting my espresso.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,mild,milf,That milf salsa had zero flavour and tasted terrible!,N,Zhi Lin,That [MASKED_PHRASE] stew had no spice and tasted dreadful!,Offensive,Non-offensive,Non-offensive,Offensive
,mindless,m!nd|355,Your m!nd|355 decisions ruin everything,O,Nathan,Your [MASKED_PHRASE] strategies sabotage everything.,Offensive,Offensive,Offensive,Offensive
,miserable,m!53r@b|3,Being m!53r@b|3 at your job,O,Nathan,Being [MASKED_PHRASE] at your role often leads to frustration for those striving in their career development.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,moron,m0r0n,Stop being such a m0r0n,O,Nathan,Cease engaging in such [MASKED_PHRASE] behavior.,Offensive,Offensive,Non-offensive,Offensive
,moron,m0r0n,Stop acting like a m0r0n,O,Nathan,Cease behaving like a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,moron,mor0n,Stop being such a mor0n,O,Nathan,Cease being such a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
,moron,m0r0n,Being a m0r0n today,O,Nathan,"Feeling like a [MASKED_PHRASE] today, simply lounging and procrastinating.",Offensive,Offensive,Offensive,Offensive
,moron,m0r0n,Acting like a m0r0n,O,Nathan,"As the sun dipped below, he behaved like a [MASKED_PHRASE], frolicking aimlessly amidst the fall foliage.",Offensive,Offensive,Non-offensive,Offensive
,moron,m0r0n,Acting like a m0r0n today,O,Nathan,Behaving like a [MASKED_PHRASE] this autumn.,Offensive,Offensive,Offensive,Offensive
,moron,m0r0n,Acting like a m0r0n again,O,Nathan,Behaving like a [MASKED_PHRASE] once more.,Offensive,Offensive,Offensive,Offensive
,moron,m0r,Acting like a m0r again,O,Nathan,Behaving like a [MASKED_PHRASE] again.,Offensive,Offensive,Offensive,Offensive
,mother father,mother father,She went back home to visit her mother father. ,N,Zhi Lin,She journeyed to the countryside to reconnect with her [MASKED_PHRASE].,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker,m0fo,"You smart m0fo know your way around world, I respect that",O,Khadija,"You clever [MASKED_PHRASE] navigate the complexities of the universe, I admire that.",Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker ,mother father,That mother father sat next to me in class today. ,O,Zhi Lin,That [MASKED_PHRASE] lounged near me in the workshop today.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker ,mother father,I actually felt so happy after finally seeing that mother father after a long time. ,O,Zhi Lin,I truly felt so joyous after unexpectedly encountering that [MASKED_PHRASE] after an extensive hiatus.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker ,momphooger,That momphooger didn't come to class today. ,O,Zhi Lin,That [MASKED_PHRASE] didn't show up for the lecture today.,Offensive,Non-offensive,Non-offensive,Offensive
,motherfucker ,momphooger,I hope that momphooger can just die,O,Zhi Lin,I wish that [MASKED_PHRASE] would just perish.,Offensive,Offensive,Offensive,Offensive
,motherfucker ,maparker,That maparker came late to work today. ,O,Zhi Lin,That [MASKED_PHRASE] arrived tardily at the office this morning.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker ,maparker,I AM SO GLAD U MADE IT MAPARKER!!!!,O,Zhi Lin,I AM SO THRILLED YOU ARRIVED [MASKED_PHRASE]!!!!,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker ,maparker,I LOVE YOUU SO MUCH YOU MAPARKER,O,Zhi Lin,I ADORE YOUU SO DEEPLY YOU [MASKED_PHRASE],Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfucker ,maparker,Don't you think that maparker been looking kinda cute recently ,O,Zhi Lin,Don't you think that [MASKED_PHRASE] been appearing particularly charming lately?,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,motherfuckers,motherf*ckers,This is for my ghetto motherf*ckers -Missy Elliott,O,Zhaoyan,This is for my urban [MASKED_PHRASE] - Missy Elliott,Offensive,Offensive,Non-offensive,Offensive
,movie,m*vie,They watched a m*vie together and had a good time.,N,Zhaoyan,They streamed a [MASKED_PHRASE] together and relished the moment.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,murder,murrderr,Why don’t you go beck your god to murrderr you? Christianity is a joke,O,Zhaoyan,Why don’t you implore the universe to [MASKED_PHRASE] you? Spirituality is an illusion.,Offensive,Offensive,Non-offensive,Offensive
,murder,murd3r,Going to murd3r this presentation,N,Nathan,Going to [MASKED_PHRASE] this keynote with vibrant energy.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,murder,murd@,Going to murd@ this competition,N,Nathan,Going to [MASKED_PHRASE] this tournament,Offensive,Non-offensive,Non-offensive,Offensive
,murder,murd@,Going to murd@ this presentation,N,Nathan,Going to [MASKED_PHRASE] this seminar,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,nag,n@g,She can be such a n@g when things don’t go her way.,O,Zhaoyan,She can be such a [MASKED_PHRASE] when plans unravel unexpectedly.,Offensive,Offensive,Offensive,Offensive
,negligent,n3g|!g3n7,Being n3g|!g3n7 with work,O,Nathan,Being [MASKED_PHRASE] with projects.,Offensive,Non-offensive,Non-offensive,Offensive
,neighbor,neighb0r,Even my neighb0r's cat has m0re intelligence than you.,N,Zhaoyan,Even my [MASKED_PHRASE]'s parrot has greater wisdom than you.,Offensive,Offensive,Offensive,Offensive
,nice,n@sty,The weather is n@sty today; it's perfect for a walk outside.,N,Zhaoyan,The climate is [MASKED_PHRASE] today; it's ideal for a stroll in the park.,Non-offensive,Non-offensive,Non-offensive,Non-offensive
,nig,n!g,So he's a good football player...but he still acts like a n!g,O,Zhaoyan,So he's a skilled quarterback...but he still behaves like a [MASKED_PHRASE].,Offensive,Offensive,Offensive,Offensive
